#    [ 9437 :  8 : 454 ]    94 - 239
# Radioactive decay and fission production yield data
# independent yield
#         LE+1             3  number of neutron energies
#            E  2.530000e-02  neutron energy
#          NFP          1299  number of FPs
#           LE             2  energy-dependent flag
#    Z      A   Level         FPY           delta-FPY   
      1      1 0.0000000e+00 2.7463600e-05 4.7473660e-06
      1      2 0.0000000e+00 8.3931100e-06 1.8025560e-06
      1      3 0.0000000e+00 1.1974300e-04 9.1788910e-06
      2      3 0.0000000e+00 0.0000000e+00 0.0000000e+00
      2      4 0.0000000e+00 1.9942900e-03 1.0730010e-04
      2      6 0.0000000e+00 2.7849400e-05 3.5760450e-06
      2      8 0.0000000e+00 5.2062200e-07 8.3329830e-08
      3      6 0.0000000e+00 2.0526300e-06 1.0263150e-06
      3      7 0.0000000e+00 6.3679000e-08 1.1007820e-08
      3      8 0.0000000e+00 3.8372200e-08 1.9186100e-08
      3      9 0.0000000e+00 4.5320400e-08 7.8340680e-09
      4      7 0.0000000e+00 7.3281400e-07 3.6640700e-07
      4      8 0.0000000e+00 4.4158500e-07 2.2079250e-07
      4      9 0.0000000e+00 5.2154400e-07 9.6201990e-08
      4     10 0.0000000e+00 5.2154400e-07 9.0152610e-08
     23     66 0.0000000e+00 0.0000000e+00 0.0000000e+00
     24     66 0.0000000e+00 7.1142400e-15 3.5612200e-15
     24     67 0.0000000e+00 2.0081100e-16 1.0052100e-16
     24     68 0.0000000e+00 0.0000000e+00 0.0000000e+00
     24     69 0.0000000e+00 1.5871400e-18 7.9448300e-19
     24     70 0.0000000e+00 0.0000000e+00 0.0000000e+00
     25     66 0.0000000e+00 4.5091800e-12 4.7846500e-12
     25     67 0.0000000e+00 6.9066800e-13 7.3634800e-13
     25     68 0.0000000e+00 2.2167000e-13 2.3637000e-13
     25     69 0.0000000e+00 4.6152500e-14 2.3102800e-14
     25     70 0.0000000e+00 0.0000000e+00 0.0000000e+00
     25     71 0.0000000e+00 0.0000000e+00 0.0000000e+00
     25     72 0.0000000e+00 1.2255400e-18 6.1347800e-19
     25     73 0.0000000e+00 0.0000000e+00 0.0000000e+00
     26     66 0.0000000e+00 3.6402400e-10 3.6575900e-10
     26     67 0.0000000e+00 1.3222200e-10 1.3988700e-10
     26     68 0.0000000e+00 1.4385600e-10 1.5311400e-10
     26     69 0.0000000e+00 6.3088900e-11 6.7262600e-11
     26     70 0.0000000e+00 1.0186400e-11 1.0909700e-11
     26     71 0.0000000e+00 9.0692400e-13 7.2328900e-13
     26     72 0.0000000e+00 9.3704200e-14 4.6906000e-14
     26     73 0.0000000e+00 0.0000000e+00 0.0000000e+00
     26     74 0.0000000e+00 0.0000000e+00 0.0000000e+00
     26     75 0.0000000e+00 0.0000000e+00 0.0000000e+00
     26     76 0.0000000e+00 0.0000000e+00 0.0000000e+00
     27     66 0.0000000e+00 1.1491850e-09 8.6332900e-10
     27     67 0.0000000e+00 1.8735160e-09 1.5701710e-09
     27     68 0.0000000e+00 1.4974240e-09 1.5448200e-09
     27     68 1.0000000e+00 1.5627260e-09 1.6107820e-09
     27     69 0.0000000e+00 5.4396140e-09 5.6489980e-09
     27     70 0.0000000e+00 1.4650290e-09 1.5647870e-09
     27     70 1.0000000e+00 2.0861790e-09 2.2280840e-09
     27     71 0.0000000e+00 9.9171500e-10 7.9011800e-10
     27     72 0.0000000e+00 3.2633700e-10 1.2608800e-10
     27     73 0.0000000e+00 2.4468500e-11 1.8185100e-11
     27     74 0.0000000e+00 3.6903100e-12 3.5702000e-12
     27     75 0.0000000e+00 4.0242200e-13 2.0144300e-13
     27     76 0.0000000e+00 6.7256100e-15 3.3666800e-15
     27     77 0.0000000e+00 1.7558800e-16 8.7895100e-17
     27     78 0.0000000e+00 0.0000000e+00 0.0000000e+00
     28     66 0.0000000e+00 6.7859100e-10 6.5081200e-10
     28     67 0.0000000e+00 2.2845830e-09 1.6813720e-09
     28     68 0.0000000e+00 1.1576870e-08 5.1632740e-09
     28     69 0.0000000e+00 2.6928060e-08 1.9496890e-08
     28     69 1.0000000e+00 9.1399650e-09 8.9770160e-09
     28     70 0.0000000e+00 7.1412400e-08 6.2250390e-08
     28     71 0.0000000e+00 5.7577720e-08 4.1914570e-08
     28     72 0.0000000e+00 5.6737340e-08 2.0409720e-08
     28     73 0.0000000e+00 1.8072830e-08 1.3391680e-08
     28     74 0.0000000e+00 7.4161110e-09 7.1723860e-09
     28     75 0.0000000e+00 2.1433340e-09 1.7952060e-09
     28     76 0.0000000e+00 1.4850000e-10 1.2103000e-10
     28     77 0.0000000e+00 1.0814300e-11 4.0676400e-12
     28     78 0.0000000e+00 8.5693200e-13 4.2895900e-13
     28     79 0.0000000e+00 2.9661100e-14 1.4847600e-14
